p,R_0_2,Ieq_obt_1,Ieq_obt_2,Seq_obt_1,Seq_obt_2
0.6,7.4,0.245833333,0.323886432,0.163888889,0.050607255
0.6,7.55,0.245833333,0.323242119,0.163888889,0.049349942
0.6,7.7,0.245833333,0.322630706,0.163888889,0.048153837
0.6,7.85,0.245833333,0.322050318,0.163888889,0.047014645
0.6,8,0.245833333,0.321499195,0.163888889,0.045928456
0.62,0.5,0.257258065,7.08E-21,0.171505376,0.829607717
0.62,0.65,0.257258065,6.72E-16,0.171505376,0.829607717
0.62,0.8,0.257258065,2.91E-12,0.171505376,0.829607717
0.62,0.95,0.257258067,1.65E-06,0.171505372,0.829605718
0.62,1.1,0.257258065,0.073851122,0.171505376,0.738511223
0.62,1.25,0.257258065,0.157352005,0.171505376,0.629408019
0.62,1.4,0.257258065,0.21760224,0.171505376,0.544005599
0.62,1.55,0.257258065,0.261533053,0.171505376,0.475514641
0.62,1.7,0.257258065,0.29367523,0.171505376,0.419536043
0.62,1.85,0.257258065,0.317126261,0.171505376,0.373089719
0.62,2,0.257258065,0.334080701,0.171505376,0.334080701
0.62,2.15,0.257258065,0.346137512,0.171505376,0.300989141
0.62,2.3,0.257258064,0.354486755,0.171505375,0.272682119
0.62,2.45,0.257258065,0.360027892,0.171505376,0.248295098
0.62,2.6,0.257258065,0.363447795,0.171505376,0.227154872
0.62,2.75,0.257258065,0.365274204,0.171505376,0.208728117
0.62,2.9,0.257258065,0.365913679,0.171505376,0.192586147
0.62,3.05,0.257258065,0.36567943,0.171505376,0.17838021
0.62,3.2,0.257258065,0.364812265,0.171505376,0.165823757
0.62,3.35,0.257258065,0.363496659,0.171505376,0.154679429
0.62,3.5,0.257258065,0.361873241,0.171505376,0.144749296
0.62,3.65,0.257258065,0.360048566,0.171505376,0.135867384
0.62,3.8,0.257258065,0.358102788,0.171505376,0.127893853
0.62,3.95,0.257258065,0.356095663,0.171505376,0.120710394
0.62,4.1,0.257258065,0.354071265,0.171505376,0.114216537
0.62,4.25,0.257258065,0.35206165,0.171505376,0.108326662
0.62,4.4,0.257258065,0.350089711,0.171505376,0.102967562
0.62,4.55,0.257258065,0.348171387,0.171505376,0.098076447
0.62,4.7,0.257258065,0.346317368,0.171505376,0.093599289
0.62,4.85,0.257258065,0.344534406,0.171505376,0.089489456
0.62,5,0.257258065,0.342826322,0.171505376,0.085706581
0.62,5.15,0.257258065,0.341194771,0.171505376,0.082215608
0.62,5.3,0.257258065,0.339639831,0.171505376,0.078986007
0.62,5.45,0.257258065,0.338160445,0.171505376,0.075991111
0.62,5.6,0.257258065,0.336754762,0.171505376,0.073207557
0.62,5.75,0.257258065,0.335420384,0.171505376,0.070614818
0.62,5.9,0.257258065,0.334154566,0.171505376,0.068194809
0.62,6.05,0.257258065,0.332954348,0.171505376,0.065931554
0.62,6.2,0.257258065,0.331816668,0.171505376,0.063810898
0.62,6.35,0.257258065,0.330738433,0.171505376,0.061820268
0.62,6.5,0.257258065,0.329716581,0.171505376,0.059948469
0.62,6.65,0.257258065,0.328748113,0.171505376,0.058185507
0.62,6.8,0.257258065,0.327830126,0.171505376,0.056522436
0.62,6.95,0.257258065,0.326959828,0.171505376,0.054951232
0.62,7.1,0.257258065,0.326134551,0.171505376,0.053464681
0.62,7.25,0.257258065,0.325351755,0.171505376,0.052056281
0.62,7.4,0.257258066,0.324609032,0.171505376,0.050720161
0.62,7.55,0.257258065,0.323904099,0.171505376,0.049451007
0.62,7.7,0.257258065,0.323234811,0.171505376,0.048244002
0.62,7.85,0.257258065,0.322599141,0.171505376,0.047094765
0.62,8,0.257258065,0.321995181,0.171505376,0.045999312
0.64,0.5,0.26796875,6.65E-20,0.178645833,0.834160831
0.64,0.65,0.26796875,5.44E-16,0.178645833,0.834160831
0.64,0.8,0.26796875,-2.14E-12,0.178645833,0.834160831
0.64,0.95,0.26796875,1.60E-06,0.178645833,0.834158908
0.64,1.1,0.26796875,0.074296353,0.178645833,0.742963532
0.64,1.25,0.26796875,0.158423012,0.178645833,0.633692049
0.64,1.4,0.26796875,0.219240924,0.178645833,0.54810231
0.64,1.55,0.26796875,0.263673969,0.178645833,0.479407216
0.64,1.7,0.26796875,0.296247354,0.178645833,0.423210506
0.64,1.85,0.26796875,0.320055126,0.178645833,0.376535442
0.64,2,0.26796875,0.33729076,0.178645833,0.33729076
0.64,2.15,0.26796875,0.349554539,0.178645833,0.303960469
0.64,2.3,0.26796875,0.35804007,0.178645833,0.275415439
0.64,2.45,0.26796875,0.363652248,0.178645833,0.250794654
0.64,2.6,0.26796875,0.367084789,0.178645833,0.229427993
0.64,2.75,0.26796875,0.368873153,0.178645833,0.210784659
0.64,2.9,0.26796875,0.369431978,0.178645833,0.194437883
0.64,3.05,0.26796875,0.369082449,0.178645833,0.180040219
0.64,3.2,0.26796875,0.368072888,0.178645833,0.167305858
0.64,3.35,0.26796875,0.366594579,0.178645833,0.155997693
0.64,3.5,0.26796875,0.364794115,0.178645833,0.145917646
0.64,3.65,0.26796875,0.362783123,0.178645833,0.136899292
0.64,3.8,0.26796875,0.360645948,0.178645833,0.128802124
0.64,3.95,0.26796875,0.358445732,0.178645833,0.121507028
0.64,4.1,0.26796875,0.356229202,0.178645833,0.114912646
0.64,4.25,0.26796875,0.354030448,0.178645833,0.108932446
0.64,4.4,0.26796875,0.351873871,0.178645833,0.103492315
0.64,4.55,0.26796875,0.349776486,0.178645833,0.098528588
0.64,4.7,0.26796875,0.347749714,0.178645833,0.093986409
0.64,4.85,0.26796875,0.345800762,0.178645833,0.08981838
0.64,5,0.26796875,0.343933695,0.178645833,0.085983424
0.64,5.15,0.26796875,0.342150246,0.178645833,0.082445843
0.64,5.3,0.26796875,0.340450453,0.178645833,0.079174524
0.64,5.45,0.26796875,0.338833127,0.178645834,0.076142276
0.64,5.6,0.26796875,0.33729622,0.178645833,0.073325265
0.64,5.75,0.26796875,0.3358371,0.178645833,0.070702547
0.64,5.9,0.26796875,0.334452752,0.178645833,0.068255664
0.64,6.05,0.26796875,0.333139937,0.178645833,0.065968304
0.64,6.2,0.26796875,0.331895301,0.178645833,0.063826019
0.64,6.35,0.26796875,0.330715463,0.178645833,0.061815974
0.64,6.5,0.26796875,0.329597074,0.178645833,0.059926741
0.64,6.65,0.267968751,0.328536858,0.178645834,0.058148116
0.64,6.8,0.26796875,0.327531639,0.178645833,0.056470972
0.64,6.95,0.26796875,0.326578372,0.178645833,0.054887121
0.64,7.1,0.26796875,0.325674143,0.178645833,0.053389204
0.64,7.25,0.26796875,0.324816178,0.178645833,0.051970589
0.64,7.4,0.26796875,0.324001849,0.178645833,0.050625289
0.64,7.55,0.26796875,0.32322867,0.178645833,0.049347889
0.64,7.7,0.26796875,0.322494298,0.178645833,0.048133477
0.64,7.85,0.26796875,0.321796521,0.178645833,0.046977594
0.64,8,0.26796875,0.321133262,0.178645833,0.04587618
0.66,0.5,0.278030303,2.18E-19,0.185353535,0.83839014
0.66,0.65,0.278030303,1.37E-15,0.185353535,0.83839014
0.66,0.8,0.278030303,-9.90E-13,0.185353535,0.83839014
0.66,0.95,0.278030303,1.44E-06,0.185353534,0.838388412
0.66,1.1,0.278030303,0.074709261,0.185353535,0.74709261
0.66,1.25,0.278030303,0.159413617,0.185353535,0.63765447
0.66,1.4,0.278030303,0.220751926,0.185353535,0.551879815
0.66,1.55,0.278030303,0.265640973,0.185353535,0.482983588
0.66,1.7,0.278030303,0.298600505,0.185353535,0.42657215
0.66,1.85,0.278030303,0.322721107,0.185353535,0.37967189
0.66,2,0.278030303,0.340195034,0.185353535,0.340195034
0.66,2.15,0.278030303,0.352623663,0.185353535,0.306629272
0.66,2.3,0.278030303,0.361203897,0.185353535,0.277849151
0.66,2.45,0.278030303,0.366845829,0.185353535,0.252997123
0.66,2.6,0.278030303,0.370249856,0.185353535,0.23140616
0.66,2.75,0.278030303,0.37195909,0.185353535,0.212548052
0.66,2.9,0.278030303,0.372396279,0.185353535,0.195998041
0.66,3.05,0.278030303,0.371890708,0.185353535,0.181410101
0.66,3.2,0.278030303,0.370698407,0.185353535,0.168499276
0.66,3.35,0.278030303,0.369017702,0.185353535,0.157028809
0.66,3.5,0.278030303,0.367001394,0.185353535,0.146800558
0.66,3.65,0.278030303,0.364766411,0.185353535,0.137647702
0.66,3.8,0.278030303,0.362401494,0.185353535,0.129429105
0.66,3.95,0.278030303,0.359973324,0.185353535,0.122024856
0.66,4.1,0.278030303,0.357531405,0.185353535,0.115332711
0.66,4.25,0.278030303,0.355111932,0.185353535,0.10926521
0.66,4.4,0.278030303,0.352740849,0.185353535,0.103747309
0.66,4.55,0.278030303,0.350436251,0.185353535,0.098714437
0.66,4.7,0.278030303,0.348210263,0.185353535,0.094110882
0.66,4.85,0.278030303,0.346070502,0.185353535,0.089888442
0.66,5,0.278030303,0.344021211,0.185353535,0.086005303
0.66,5.15,0.278030303,0.342064133,0.185353535,0.082425092
0.66,5.3,0.278030303,0.340199181,0.185353535,0.079116089
0.66,5.45,0.278030303,0.338424954,0.185353535,0.076050551
0.66,5.6,0.278030303,0.336739124,0.185353535,0.073204157
0.66,5.75,0.278030303,0.335138738,0.185353535,0.070555524
0.66,5.9,0.278030303,0.333620433,0.185353535,0.068085803
0.66,6.05,0.278030303,0.332180611,0.185353535,0.065778339
0.66,6.2,0.278030303,0.330815555,0.185353535,0.063618376
0.66,6.35,0.278030303,0.329521523,0.185353535,0.061592808
0.66,6.5,0.278030303,0.328294816,0.185353535,0.059689966
0.66,6.65,0.278030303,0.327131816,0.185353535,0.057899437
0.66,6.8,0.278030303,0.326029028,0.185353535,0.056211901
0.66,6.95,0.278030303,0.324983093,0.185353535,0.054619007
0.66,7.1,0.278030303,0.323990802,0.185353535,0.053113246
0.66,7.25,0.278030303,0.323049107,0.185353535,0.051687857
0.66,7.4,0.278030303,0.322155118,0.185353535,0.050336737
0.66,7.55,0.278030303,0.321306105,0.185353535,0.049054367
0.66,7.7,0.278030303,0.320499493,0.185353535,0.047835745
0.66,7.85,0.278030303,0.319732859,0.185353535,0.04667633
0.66,8,0.278030303,0.319003923,0.185353535,0.045571989
0.68,0.5,0.287500001,4.30E-18,0.191666667,0.842334684
0.68,0.65,0.2875,1.92E-14,0.191666667,0.842334684
0.68,0.8,0.2875,-1.03E-12,0.191666667,0.842334684
0.68,0.95,0.287500004,1.65E-06,0.191666671,0.842332712
0.68,1.1,0.2875,0.075093845,0.191666667,0.750938443
0.68,1.25,0.2875,0.160334127,0.191666667,0.641336507
0.68,1.4,0.2875,0.222152137,0.191666667,0.555380343
0.68,1.55,0.2875,0.267457699,0.191666667,0.486286725
0.68,1.7,0.2875,0.300765082,0.191666667,0.429664402
0.68,1.85,0.2875,0.325161252,0.191666667,0.382542649
0.68,2,0.2875,0.342836967,0.191666667,0.342836967
0.68,2.15,0.2875,0.355394341,0.191666667,0.309038557
0.68,2.3,0.2875,0.364033195,0.191666667,0.280025534
0.68,2.45,0.2875,0.369668489,0.191666667,0.254943785
0.68,2.6,0.2875,0.373007058,0.191666667,0.233129411
0.68,2.75,0.2875,0.374599551,0.191666667,0.214056886
0.68,2.9,0.2875,0.374876848,0.191666667,0.197303604
0.68,3.05,0.2875,0.374176482,0.191666667,0.182525113
0.68,3.2,0.2875,0.372762433,0.191666667,0.16943747
0.68,3.35,0.2875,0.370840374,0.191666667,0.157804414
0.68,3.5,0.2875,0.368569642,0.191666667,0.147427857
0.68,3.65,0.2875,0.366072789,0.191666667,0.138140675
0.68,3.8,0.2875,0.363443241,0.191666667,0.129801158
0.68,3.95,0.2875,0.36075147,0.191666667,0.122288634
0.68,4.1,0.2875,0.358049945,0.191666667,0.115499982
0.68,4.25,0.2875,0.355377109,0.191666667,0.109346803
0.68,4.4,0.2875,0.352760537,0.191666667,0.103753099
0.68,4.55,0.2875,0.350219446,0.191666667,0.098653365
0.68,4.7,0.2875,0.347766674,0.191666667,0.093990993
0.68,4.85,0.2875,0.345410224,0.191666667,0.089716941
0.68,5,0.2875,0.343154474,0.191666667,0.085788618
0.68,5.15,0.2875,0.34100111,0.191666667,0.082168942
0.68,5.3,0.2875,0.338949851,0.191666667,0.078825547
0.68,5.45,0.2875,0.336998999,0.191666667,0.075730112
0.68,5.6,0.2875,0.335145864,0.191666667,0.072857796
0.68,5.75,0.2875,0.333387084,0.191666667,0.070186755
0.68,5.9,0.2875,0.331718867,0.191666667,0.067697728
0.68,6.05,0.2875,0.330137172,0.191666667,0.065373697
0.68,6.2,0.2875,0.328637839,0.191666667,0.063199584
0.68,6.35,0.2875,0.327216694,0.191666667,0.061161999
0.68,6.5,0.2875,0.325869613,0.191666667,0.059249021
0.68,6.65,0.2875,0.324592577,0.191666667,0.057450014
0.68,6.8,0.2875,0.323381702,0.191666667,0.055755466
0.68,6.95,0.2875,0.322233262,0.191666667,0.054156851
0.68,7.1,0.2875,0.321143704,0.191666667,0.052646509
0.68,7.25,0.2875,0.320109654,0.191666667,0.051217545
0.68,7.4,0.2875,0.319127917,0.191666667,0.049863737
0.68,7.55,0.2875,0.318195476,0.191666667,0.048579462
0.68,7.7,0.2875,0.31730949,0.191666667,0.047359625
0.68,7.85,0.2875,0.316467285,0.191666667,0.046199604
0.68,8,0.2875,0.315666351,0.191666667,0.045095193
0.7,0.5,0.296428571,5.98E-17,0.197619048,0.846027117
0.7,0.65,0.296428571,6.65E-14,0.197619048,0.846027117
0.7,0.8,0.296428571,-1.27E-12,0.197619048,0.846027117
0.7,0.95,0.296428572,1.63E-06,0.197619047,0.84602518
0.7,1.1,0.296428571,0.075453434,0.197619048,0.754534341
0.7,1.25,0.296428571,0.161193081,0.197619048,0.644772325
0.7,1.4,0.296428571,0.223455495,0.197619048,0.558638739
0.7,1.55,0.296428571,0.269143577,0.197619048,0.489351959
0.7,1.7,0.296428571,0.30276601,0.197619048,0.432522872
0.7,1.85,0.296428571,0.32740588,0.197619048,0.385183388
0.7,2,0.296428571,0.345252055,0.197619048,0.345252055
0.7,2.15,0.296428571,0.357906923,0.197619048,0.311223411
0.7,2.3,0.296428571,0.366572735,0.197619048,0.281979027
0.7,2.45,0.296428571,0.372168883,0.197619048,0.256668195
0.7,2.6,0.296428571,0.375408316,0.197619048,0.234630198
0.7,2.75,0.296428571,0.376849048,0.197619048,0.215342313
0.7,2.9,0.296428571,0.376930085,0.197619048,0.198384255
0.7,3.05,0.296428571,0.375997357,0.197619048,0.183413345
0.7,3.2,0.296428571,0.374323078,0.197619048,0.170146854
0.7,3.35,0.296428571,0.372120635,0.197619048,0.158349206
0.7,3.5,0.296428571,0.369556315,0.197619048,0.147822526
0.7,3.65,0.296428571,0.36675871,0.197619048,0.138399513
0.7,3.8,0.296428571,0.363826322,0.197619048,0.129937972
0.7,3.95,0.296428571,0.360833749,0.197619048,0.122316525
0.7,4.1,0.296428571,0.357836704,0.197619048,0.115431195
0.7,4.25,0.296428571,0.354876088,0.197619048,0.109192643
0.7,4.4,0.296428571,0.351981256,0.197619048,0.103523899
0.7,4.55,0.296428571,0.349172641,0.197619048,0.09835849
0.7,4.7,0.296428571,0.346463832,0.197619048,0.093638874
0.7,4.85,0.296428571,0.343863223,0.197619048,0.089315123
0.7,5,0.296428571,0.341375295,0.197619048,0.085343824
0.7,5.15,0.296428571,0.339001628,0.197619048,0.081687139
0.7,5.3,0.296428571,0.336741673,0.197619048,0.078312017
0.7,5.45,0.296428571,0.334593357,0.197619048,0.075189518
0.7,5.6,0.296428571,0.33255354,0.197619048,0.072294248
0.7,5.75,0.296428571,0.330618361,0.197619048,0.069603865
0.7,5.9,0.296428571,0.328783506,0.197619048,0.067098675
0.7,6.05,0.296428571,0.327044402,0.197619048,0.064761268
0.7,6.2,0.296428571,0.325396362,0.197619048,0.062576224
0.7,6.35,0.296428571,0.323834695,0.197619048,0.06052985
0.7,6.5,0.296428571,0.322354778,0.197619048,0.05860996
0.7,6.65,0.296428571,0.320952112,0.197619048,0.056805683
0.7,6.8,0.296428571,0.319622359,0.197619048,0.055107303
0.7,6.95,0.296428571,0.318361364,0.197619048,0.053506112
0.7,7.1,0.296428571,0.31716517,0.197619048,0.05199429
0.7,7.25,0.296428571,0.316030021,0.197619048,0.050564803
0.7,7.4,0.296428573,0.31495237,0.197619048,0.049211308
0.7,7.55,0.296428571,0.313928866,0.197619048,0.047928071
0.7,7.7,0.296428571,0.312956361,0.197619048,0.046709905
0.7,7.85,0.296428571,0.312031893,0.197619048,0.045552101
0.7,8,0.296428571,0.311152683,0.197619048,0.044450383
0.72,0.5,0.304861111,8.27E-17,0.203240741,0.849494988
0.72,0.65,0.304861111,1.24E-13,0.203240741,0.849494988
0.72,0.8,0.304861111,1.13E-12,0.203240741,0.849494988
0.72,0.95,0.304861111,1.37E-06,0.203240739,0.849493365
0.72,1.1,0.304861111,0.075790831,0.203240741,0.757908302
0.72,1.25,0.304861111,0.161997625,0.203240741,0.647990499
0.72,1.4,0.304861111,0.22467361,0.203240741,0.561684026
0.72,1.55,0.304861111,0.270714743,0.203240741,0.492208623
0.72,1.7,0.304861111,0.304623937,0.203240741,0.435177053
0.72,1.85,0.304861111,0.329480057,0.203240741,0.387623596
0.72,2,0.304861111,0.347469607,0.203240741,0.347469607
0.72,2.15,0.304861111,0.36019468,0.203240741,0.313212765
0.72,2.3,0.304861111,0.368859373,0.203240741,0.283737979
0.72,2.45,0.304861111,0.37438697,0.203240741,0.258197911
0.72,2.6,0.304861111,0.377496117,0.203240741,0.235935073
0.72,2.75,0.304861111,0.378751944,0.203240741,0.216429682
0.72,2.9,0.304861111,0.37860153,0.203240741,0.199263963
0.72,3.05,0.304861111,0.377399347,0.203240741,0.184097242
0.72,3.2,0.304861111,0.375426146,0.203240741,0.170648248
0.72,3.35,0.304861111,0.372903455,0.203240741,0.158682321
0.72,3.5,0.304861111,0.37000501,0.203240741,0.148002004
0.72,3.65,0.304861111,0.366865956,0.203240741,0.138439983
0.72,3.8,0.304861111,0.363590366,0.203240741,0.129853702
0.72,3.95,0.304861111,0.360257409,0.203240741,0.122121156
0.72,4.1,0.304861111,0.356926416,0.203240741,0.115137554
0.72,4.25,0.304861111,0.353641041,0.203240741,0.108812628
0.72,4.4,0.304861111,0.350432638,0.203240741,0.103068423
0.72,4.55,0.304861111,0.347323,0.203240741,0.097837465
0.72,4.7,0.304861111,0.344326554,0.203240741,0.093061231
0.72,4.85,0.304861111,0.341452113,0.203240741,0.088688861
0.72,5,0.304861111,0.338704253,0.203240741,0.084676063
0.72,5.15,0.304861111,0.3360844,0.203240741,0.080984193
0.72,5.3,0.304861111,0.333591674,0.203240741,0.077579459
0.72,5.45,0.304861111,0.331223544,0.203240741,0.074432257
0.72,5.6,0.304861111,0.328976322,0.203240741,0.071516592
0.72,5.75,0.304861111,0.326845555,0.203240741,0.06880959
0.72,5.9,0.304861111,0.324826302,0.203240741,0.066291082
0.72,6.05,0.304861111,0.32291336,0.203240741,0.06394324
0.72,6.2,0.304861111,0.321101416,0.203240741,0.061750272
0.72,6.35,0.304861111,0.319385167,0.203240741,0.059698162
0.72,6.5,0.304861111,0.317759404,0.203240741,0.057774437
0.72,6.65,0.304861111,0.316219065,0.203240741,0.055967976
0.72,6.8,0.304861111,0.31475928,0.203240741,0.054268841
0.72,6.95,0.304861111,0.313375392,0.203240741,0.052668133
0.72,7.1,0.304861111,0.312062972,0.203240741,0.051157864
0.72,7.25,0.304861111,0.310817824,0.203240741,0.049730852
0.72,7.4,0.304861111,0.309635987,0.203240741,0.048380623
0.72,7.55,0.304861111,0.308513729,0.203240741,0.047101333
0.72,7.7,0.304861111,0.307447544,0.203240741,0.045887693
0.72,7.85,0.304861111,0.30643414,0.203240741,0.044734911
0.72,8,0.304861111,0.305470431,0.203240741,0.043638633
0.74,0.5,0.312837838,2.96E-17,0.208558559,0.85276172
0.74,0.65,0.312837838,2.53E-14,0.208558559,0.85276172
0.74,0.8,0.312837838,-7.01E-13,0.208558559,0.852761721
0.74,0.95,0.312837838,1.63E-06,0.208558559,0.852759792
0.74,1.1,0.312837838,0.076108405,0.208558559,0.76108405
0.74,1.25,0.312837838,0.162753782,0.208558559,0.651015129
0.74,1.4,0.312837838,0.225816236,0.208558559,0.56454059
0.74,1.55,0.312837838,0.27218471,0.208558559,0.494881291
0.74,1.7,0.312837838,0.306356118,0.208558559,0.437651596
0.74,1.85,0.312837838,0.331404699,0.208558559,0.389887881
0.74,2,0.312837838,0.349514047,0.208558559,0.349514047
0.74,2.15,0.312837838,0.362285308,0.208558559,0.315030703
0.74,2.3,0.312837838,0.370923735,0.208558559,0.28532595
0.74,2.45,0.312837838,0.376355863,0.208558559,0.259555768
0.74,2.6,0.312837838,0.379305505,0.208558559,0.23706594
0.74,2.75,0.312837838,0.380344566,0.208558559,0.217339752
0.74,2.9,0.312837838,0.379928083,0.208558559,0.199962149
0.74,3.05,0.312837838,0.378419173,0.208558559,0.184594718
0.74,3.2,0.312837838,0.376107443,0.208558559,0.170957929
0.74,3.35,0.312837838,0.37322304,0.208558559,0.158818315
0.74,3.5,0.312837838,0.369947725,0.208558559,0.14797909
0.74,3.65,0.312837838,0.366423826,0.208558559,0.138273142
0.74,3.8,0.312837838,0.362761601,0.208558559,0.129557714
0.74,3.95,0.312837838,0.359045353,0.208558559,0.121710289
0.74,4.1,0.312837838,0.355338525,0.208558559,0.114625331
0.74,4.25,0.312837838,0.351687921,0.208558559,0.108211668
0.74,4.4,0.312837838,0.348127198,0.208558559,0.102390352
0.74,4.55,0.312837838,0.344679724,0.208558559,0.09709288
0.74,4.7,0.312837838,0.341360901,0.208558559,0.092259703
0.74,4.85,0.312837838,0.338180024,0.208558559,0.087838967
0.74,5,0.312837838,0.335141775,0.208558559,0.083785444
0.74,5.15,0.312837838,0.332247396,0.208558559,0.080059613
0.74,5.3,0.312837838,0.329495609,0.208558559,0.076626886
0.74,5.45,0.312837838,0.326883334,0.208558559,0.073456929
0.74,5.6,0.312837838,0.324406239,0.208558559,0.070523095
0.74,5.75,0.312837838,0.32205916,0.208558559,0.067801928
0.74,5.9,0.312837838,0.319836419,0.208558559,0.065272739
0.74,6.05,0.312837838,0.317732065,0.208558559,0.062917241
0.74,6.2,0.312837838,0.315740045,0.208558559,0.060719239
0.74,6.35,0.312837838,0.313854338,0.208558559,0.058664362
0.74,6.5,0.312837838,0.31206904,0.208558559,0.056739825
0.74,6.65,0.312837838,0.310378432,0.208558559,0.054934236
0.74,6.8,0.312837838,0.308777019,0.208558559,0.053237417
0.74,6.95,0.312837838,0.307259558,0.208558559,0.051640262
0.74,7.1,0.312837838,0.305821068,0.208558559,0.050134601
0.74,7.25,0.312837838,0.304456843,0.208558559,0.048713095
0.74,7.4,0.312837838,0.303162443,0.208558559,0.047369132
0.74,7.55,0.312837838,0.301933692,0.208558559,0.046096747
0.74,7.7,0.312837838,0.300766674,0.208558559,0.044890548
0.74,7.85,0.312837838,0.299657713,0.208558559,0.043745652
0.74,8,0.312837838,0.298603371,0.208558559,0.042657624
0.76,0.5,0.320394737,1.22E-15,0.213596491,0.855847377
0.76,0.65,0.320394737,1.01E-13,0.213596491,0.855847377
0.76,0.8,0.320394737,-3.62E-13,0.213596491,0.855847377
0.76,0.95,0.320394737,1.59E-06,0.213596491,0.855845495
0.76,1.1,0.320394737,0.076408184,0.213596491,0.764081832
0.76,1.25,0.320394737,0.163466674,0.213596491,0.653866695
0.76,1.4,0.320394737,0.226891632,0.213596491,0.56722908
0.76,1.55,0.320394737,0.27356489,0.213596491,0.497390709
0.76,1.7,0.320394737,0.307977091,0.213596491,0.439967273
0.76,1.85,0.320394737,0.333197405,0.213596491,0.391996947
0.76,2,0.320394737,0.351405904,0.213596491,0.351405904
0.76,2.15,0.320394737,0.364202056,0.213596491,0.31669744
0.76,2.3,0.320394737,0.372791487,0.213596491,0.286762682
0.76,2.45,0.320394737,0.378103216,0.213596491,0.260760838
0.76,2.6,0.320394737,0.380865577,0.213596491,0.238040986
0.76,2.75,0.320394737,0.381656793,0.213596491,0.218089596
0.76,2.9,0.320394737,0.380939639,0.213596491,0.200494547
0.76,3.05,0.320394737,0.379085933,0.213596491,0.184919967
0.76,3.2,0.320394737,0.376394442,0.213596491,0.171088383
0.76,3.35,0.320394737,0.373104446,0.213596491,0.15876785
0.76,3.5,0.320394737,0.369406398,0.213596491,0.147762559
0.76,3.65,0.320394737,0.365450549,0.213596491,0.137905868
0.76,3.8,0.320394737,0.361354099,0.213596491,0.129055035
0.76,3.95,0.320394737,0.357207204,0.213596491,0.121087188
0.76,4.1,0.320394737,0.353078046,0.213596491,0.113896144
0.76,4.25,0.320394737,0.34901711,0.213596491,0.10738988
0.76,4.4,0.320394737,0.345060773,0.213596491,0.101488463
0.76,4.55,0.320394737,0.341234284,0.213596491,0.096122333
0.76,4.7,0.320394737,0.337554213,0.213596491,0.091230868
0.76,4.85,0.320394737,0.334030456,0.213596491,0.086761157
0.76,5,0.320394737,0.330667838,0.213596491,0.082666959
0.76,5.15,0.320394737,0.327467395,0.213596491,0.078907806
0.76,5.3,0.320394737,0.32442739,0.213596491,0.07544823
0.76,5.45,0.320394737,0.3215441,0.213596491,0.072257101
0.76,5.6,0.320394737,0.318812429,0.213596491,0.06930705
0.76,5.75,0.320394737,0.316226373,0.213596491,0.066573973
0.76,5.9,0.320394737,0.313779382,0.213596491,0.064036609
0.76,6.05,0.320394737,0.311464618,0.213596491,0.061676162
0.76,6.2,0.320394737,0.309275154,0.213596491,0.059475991
0.76,6.35,0.320394737,0.307204117,0.213596491,0.05742133
0.76,6.5,0.320394737,0.305244787,0.213596491,0.055499052
0.76,6.65,0.320394737,0.303390668,0.213596491,0.053697463
0.76,6.8,0.320394737,0.301635532,0.213596491,0.052006126
0.76,6.95,0.320394737,0.299973446,0.213596491,0.050415705
0.76,7.1,0.320394737,0.298398787,0.213596491,0.048917834
0.76,7.25,0.320394737,0.296906249,0.213596491,0.047505
0.76,7.4,0.320394737,0.295490837,0.213596491,0.046170443
0.76,7.55,0.320394737,0.294147861,0.213596491,0.04490807
0.76,7.7,0.320394737,0.292872925,0.213596491,0.043712377
0.76,7.85,0.320394737,0.291661915,0.213596491,0.042578382
0.76,8,0.320394737,0.290510986,0.213596491,0.041501569
0.78,0.5,0.327564103,3.49E-15,0.218376068,0.858769251
0.78,0.65,0.327564103,-1.81E-15,0.218376068,0.858769251
0.78,0.8,0.327564103,-3.55E-13,0.218376068,0.858769251
0.78,0.95,0.327564103,1.72E-06,0.218376071,0.858767231
0.78,1.1,0.327564103,0.076691907,0.218376068,0.766919052
0.78,1.25,0.327564103,0.164140681,0.218376068,0.656562724
0.78,1.4,0.327564103,0.227906841,0.218376068,0.569767103
0.78,1.55,0.327564103,0.274864988,0.218376068,0.499754523
0.78,1.7,0.327564103,0.309499199,0.218376068,0.442141713
0.78,1.85,0.327564103,0.334873094,0.218376068,0.393968346
0.78,2,0.327564103,0.353162563,0.218376068,0.353162563
0.78,2.15,0.327564103,0.365964595,0.218376068,0.318230083
0.78,2.3,0.327564103,0.374484296,0.218376068,0.288064843
0.78,2.45,0.327564103,0.379652285,0.218376068,0.261829162
0.78,2.6,0.327564103,0.382200624,0.218376068,0.23887539
0.78,2.75,0.327564103,0.382713247,0.218376068,0.218693284
0.78,2.9,0.327564103,0.381660324,0.218376068,0.200873855
0.78,3.05,0.327564103,0.379422335,0.218376068,0.185084066
0.78,3.2,0.327564103,0.376307468,0.218376068,0.171048849
0.78,3.35,0.327564103,0.372564677,0.218376068,0.15853816
0.78,3.5,0.327564103,0.368393848,0.218376068,0.147357539
0.78,3.65,0.327564103,0.363954031,0.218376068,0.137341144
0.78,3.8,0.327564103,0.359370291,0.218376068,0.128346532
0.78,3.95,0.327564103,0.35473953,0.218376068,0.120250688
